"ATRIA-X Audit Evidence Packet"
"Generated","2026-08-18T04:08:58.433Z"
"Period","2026-05-20 to 2026-08-18"

"Agency Information"
"Name","Diego's Agency"
"EIN","12-3456789"
"Address","750 N CAPITOL AVE, STE A3, SAN JOSE, CA 95133"
"Branches","ILS - Independent Living Services; SLS - Supported Living Services"

"Agency Obligations"
"Obligation","Due","Completed","Status"
"General liability insurance certificate","2026-08-28","","Current"
"Commercial auto insurance certificate","2027-08-18","","Current"
"Independent CPA audit or review (WIC §4652.5)","2027-08-18","","Current"
"Conflict-of-interest statements","2027-08-18","","Current"
"Whistleblower-protection policy acknowledgement","2027-08-18","","Current"
"Approved program design review","2027-08-18","","Current"
"Workers' compensation insurance certificate","2027-08-18","2026-08-18","Current"
"DS 1891 applicant/vendor disclosure statement","2028-08-18","","Current"
"DS 1896 HCBS Provider Agreement","2028-08-18","","Current"

"Personnel Roster"
"Name","Credential Status","Missing Credentials","Expired Credentials","Overridden Credentials"
"Jayne Pool","policies_conduct","complete","2026-07-16T01:55:19.291Z",""
"Jayne Pool","medication_procedures","complete","2026-07-16T01:55:30.275Z",""
"Jayne Pool","emergency_procedures","complete","2026-07-16T01:55:42.860Z",""
"Jayne Pool","clockin_flow","complete","2026-07-16T01:56:08.713Z",""
"Jayne Pool","quiz","complete","2026-07-16T01:57:11.139Z",""
"Carlos Vives","welcome","complete","2026-07-16T02:12:46.684Z",""
"Carlos Vives","org_structure","complete","2026-07-16T02:12:57.665Z",""
"Carlos Vives","role_of_staff","complete","2026-07-16T02:13:08.603Z",""
"Carlos Vives","consumer_rights","complete","2026-07-16T02:13:19.701Z",""
"Carlos Vives","policies_conduct","complete","2026-07-16T02:13:30.849Z",""
"Carlos Vives","medication_procedures","complete","2026-07-16T02:13:41.898Z",""
"Carlos Vives","emergency_procedures","complete","2026-07-16T02:13:54.228Z",""
"Carlos Vives","clockin_flow","complete","2026-07-16T02:14:11.261Z",""
"Carlos Vives","quiz","complete","2026-07-16T02:14:54.407Z",""
"Carlos Vela","welcome","complete","2026-07-16T02:37:55.197Z",""
"Carlos Vela","org_structure","complete","2026-07-16T02:38:14.720Z",""
"Carlos Vela","role_of_staff","complete","2026-07-16T02:38:32.188Z",""
"Carlos Vela","consumer_rights","complete","2026-07-16T02:38:45.587Z",""
"Carlos Vela","policies_conduct","complete","2026-07-16T02:39:03.794Z",""
"Carlos Vela","medication_procedures","complete","2026-07-16T02:39:15.521Z",""
"Carlos Vela","emergency_procedures","complete","2026-07-16T02:39:27.721Z",""
"Carlos Vela","clockin_flow","complete","2026-07-16T02:39:33.180Z",""
"Carlos Vela","quiz","complete","2026-07-16T02:40:46.173Z",""
"Julian Quinones","welcome","complete","2026-07-21T18:30:03.044Z",""
"Julian Quinones","org_structure","complete","2026-07-21T18:30:13.819Z",""
"Julian Quinones","role_of_staff","complete","2026-07-21T18:30:25.112Z",""
"Julian Quinones","consumer_rights","complete","2026-07-21T18:30:36.077Z",""
"Julian Quinones","policies_conduct","complete","2026-07-21T18:30:47.270Z",""
"Julian Quinones","medication_procedures","complete","2026-07-21T18:30:58.370Z",""
"Julian Quinones","emergency_procedures","complete","2026-07-21T18:31:14.820Z",""
"Julian Quinones","clockin_flow","complete","2026-07-21T18:31:24.539Z",""
"Julian Quinones","quiz","complete","2026-07-21T18:32:48.379Z",""
"Fabian Ruiz","welcome","complete","2026-07-22T02:58:42.864Z",""
"Fabian Ruiz","org_structure","complete","2026-07-22T02:58:54.401Z",""
"Fabian Ruiz","role_of_staff","complete","2026-07-22T02:59:05.485Z",""
"Fabian Ruiz","consumer_rights","complete","2026-07-22T02:59:16.325Z",""
"Fabian Ruiz","policies_conduct","complete","2026-07-22T02:59:27.695Z",""
"Fabian Ruiz","medication_procedures","complete","2026-07-22T02:59:38.762Z",""
"Fabian Ruiz","emergency_procedures","complete","2026-07-22T02:59:50.101Z",""
"Fabian Ruiz","clockin_flow","complete","2026-07-22T02:59:58.395Z",""
"Fabian Ruiz","quiz","complete","2026-07-22T03:00:59.631Z",""
"Borja Iglesias","welcome","complete","2026-07-22T17:19:59.608Z",""
"Borja Iglesias","org_structure","complete","2026-07-22T17:20:11.158Z",""
"Borja Iglesias","role_of_staff","complete","2026-07-22T17:20:22.966Z",""
"Borja Iglesias","consumer_rights","complete","2026-07-22T17:20:34.545Z",""
"Borja Iglesias","policies_conduct","complete","2026-07-22T17:20:46.273Z",""
"Borja Iglesias","medication_procedures","complete","2026-07-22T17:20:57.530Z",""
"Borja Iglesias","emergency_procedures","complete","2026-07-22T17:21:09.371Z",""
"Borja Iglesias","clockin_flow","complete","2026-07-22T17:21:13.988Z",""
"Borja Iglesias","quiz","complete","2026-07-22T17:22:02.481Z",""
"Thierry Henry","welcome","complete","2026-07-22T19:18:03.749Z",""
"Thierry Henry","org_structure","complete","2026-07-22T19:18:14.838Z",""
"Thierry Henry","role_of_staff","complete","2026-07-22T19:18:25.561Z",""
"Thierry Henry","consumer_rights","complete","2026-07-22T19:18:37.888Z",""
"Thierry Henry","policies_conduct","complete","2026-07-22T19:18:49.242Z",""
"Thierry Henry","medication_procedures","complete","2026-07-22T19:19:00.528Z",""
"Thierry Henry","emergency_procedures","complete","2026-07-22T19:19:12.898Z",""
"Thierry Henry","clockin_flow","complete","2026-07-22T19:19:22.273Z",""
"Thierry Henry","quiz","complete","2026-07-22T19:20:04.700Z",""
"Zinedine Zidane","welcome","complete","2026-07-22T21:10:25.444Z",""
"Zinedine Zidane","org_structure","complete","2026-07-22T21:10:37.386Z",""
"Zinedine Zidane","role_of_staff","complete","2026-07-22T21:10:49.741Z",""
"Zinedine Zidane","consumer_rights","complete","2026-07-22T21:11:00.610Z",""
"Zinedine Zidane","policies_conduct","complete","2026-07-22T21:11:16.452Z",""
"Zinedine Zidane","medication_procedures","complete","2026-07-22T21:11:32.158Z",""
"Zinedine Zidane","emergency_procedures","complete","2026-07-22T21:11:44.710Z",""
"Zinedine Zidane","clockin_flow","complete","2026-07-22T21:11:55.487Z",""
"Zinedine Zidane","quiz","complete","2026-07-22T21:12:30.909Z",""
"Nico Williams","welcome","complete","2026-07-23T00:30:25.534Z",""
"Nico Williams","org_structure","complete","2026-07-23T00:31:07.094Z",""
"Nico Williams","role_of_staff","complete","2026-07-23T00:31:18.164Z",""
"Nico Williams","consumer_rights","complete","2026-07-23T00:31:29.383Z",""
"Nico Williams","policies_conduct","complete","2026-07-23T00:31:41.558Z",""
"Nico Williams","medication_procedures","complete","2026-07-23T00:31:54.091Z",""
"Nico Williams","emergency_procedures","complete","2026-07-23T00:32:05.907Z",""
"Nico Williams","clockin_flow","complete","2026-07-23T00:33:59.085Z",""
"Nico Williams","quiz","complete","2026-07-23T00:35:08.705Z",""
"Antonio Valencia","welcome","complete","2026-07-23T22:12:30.534Z",""
"Antonio Valencia","org_structure","complete","2026-07-23T22:12:44.232Z",""
"Antonio Valencia","role_of_staff","complete","2026-07-23T22:12:56.732Z",""
"Antonio Valencia","consumer_rights","complete","2026-07-23T22:13:09.185Z",""
"Antonio Valencia","policies_conduct","complete","2026-07-23T22:13:20.905Z",""
"Antonio Valencia","medication_procedures","complete","2026-07-23T22:13:32.345Z",""
"Antonio Valencia","emergency_procedures","complete","2026-07-23T22:13:43.972Z",""
"Antonio Valencia","clockin_flow","complete","2026-07-23T22:13:51.712Z",""
"Antonio Valencia","quiz","complete","2026-07-23T22:14:43.307Z",""
"Rafael Marquez","welcome","complete","2026-07-23T23:16:47.133Z",""
"Rafael Marquez","org_structure","complete","2026-07-23T23:16:59.929Z",""
"Rafael Marquez","role_of_staff","complete","2026-07-23T23:17:11.557Z",""
"Rafael Marquez","consumer_rights","complete","2026-07-23T23:17:25.565Z",""
"Rafael Marquez","policies_conduct","complete","2026-07-23T23:17:39.296Z",""
"Rafael Marquez","medication_procedures","complete","2026-07-23T23:17:50.422Z",""
"Rafael Marquez","emergency_procedures","complete","2026-07-23T23:18:01.624Z",""
"Rafael Marquez","clockin_flow","complete","2026-07-23T23:18:08.124Z",""
"Rafael Marquez","quiz","complete","2026-07-23T23:18:44.413Z",""
"Mo Salah","welcome","complete","2026-07-25T00:27:44.211Z",""
"Mo Salah","org_structure","complete","2026-07-25T00:27:55.750Z",""
"James Rodriguez","welcome","complete","2026-07-25T02:25:18.442Z",""
"Luis Romo","welcome","complete","2026-07-25T04:30:34.869Z",""
"Luis Romo","org_structure","complete","2026-07-25T04:30:45.930Z",""
"Luis Romo","role_of_staff","complete","2026-07-25T04:30:56.828Z",""
"Luis Romo","consumer_rights","complete","2026-07-25T04:31:07.916Z",""
"Luis Romo","policies_conduct","complete","2026-07-25T04:31:18.910Z",""
"Luis Romo","medication_procedures","complete","2026-07-25T04:31:30.006Z",""
"Luis Romo","emergency_procedures","complete","2026-07-25T04:31:41.394Z",""
"Luis Romo","clockin_flow","complete","2026-07-25T04:31:47.675Z",""
"Luis Romo","quiz","complete","2026-07-25T04:32:24.089Z",""
"Cesar Montes","welcome","complete","2026-07-25T06:15:31.365Z",""
"Cesar Montes","org_structure","complete","2026-07-25T06:15:43.422Z",""
"Cesar Montes","role_of_staff","complete","2026-07-25T06:15:55.261Z",""
"Mateo Chavez","welcome","complete","2026-07-25T06:45:01.955Z",""
"Mateo Chavez","org_structure","complete","2026-07-25T06:45:14.485Z",""
"Mateo Chavez","role_of_staff","complete","2026-07-25T06:45:25.993Z",""
"Mateo Chavez","consumer_rights","complete","2026-07-25T06:45:37.206Z",""
"Jesus Gallardo","welcome","complete","2026-07-25T06:56:35.562Z",""
"Jesus Gallardo","org_structure","complete","2026-07-25T06:56:46.804Z",""
"Jesus Gallardo","role_of_staff","complete","2026-07-25T06:57:26.879Z",""
"Jesus Gallardo","consumer_rights","complete","2026-07-25T06:57:37.977Z",""
"Jesus Gallardo","policies_conduct","complete","2026-07-25T06:58:12.829Z",""
"Jesus Gallardo","medication_procedures","complete","2026-07-25T06:58:24.321Z",""
"Jesus Gallardo","emergency_procedures","complete","2026-07-25T06:58:36.111Z",""
"Jesus Gallardo","clockin_flow","complete","2026-07-25T06:58:43.343Z",""
"Jesus Gallardo","quiz","complete","2026-07-25T06:59:13.408Z",""
"Guillermo Ochoa","welcome","complete","2026-07-25T07:06:41.107Z",""
"Guillermo Ochoa","org_structure","complete","2026-07-25T07:07:13.822Z",""
"Guillermo Ochoa","role_of_staff","complete","2026-07-25T07:07:25.907Z",""
"Guillermo Ochoa","consumer_rights","complete","2026-07-25T07:07:37.486Z",""
"Guillermo Ochoa","policies_conduct","complete","2026-07-25T07:07:48.914Z",""
"Guillermo Ochoa","medication_procedures","complete","2026-07-25T07:08:00.483Z",""
"Guillermo Ochoa","emergency_procedures","complete","2026-07-25T07:08:12.052Z",""
"Guillermo Ochoa","clockin_flow","complete","2026-07-25T07:08:18.783Z",""
"Guillermo Ochoa","quiz","complete","2026-07-25T07:08:51.705Z",""
"Jesus Corona","welcome","complete","2026-07-25T07:21:01.501Z",""
"Jesus Corona","org_structure","complete","2026-07-25T07:21:13.036Z",""
"Jesus Corona","role_of_staff","complete","2026-07-25T07:21:34.047Z",""
"Jesus Corona","consumer_rights","complete","2026-07-25T07:21:45.087Z",""
"Jesus Corona","policies_conduct","complete","2026-07-25T07:21:56.447Z",""
"Jesus Corona","medication_procedures","complete","2026-07-25T07:22:07.499Z",""
"Jesus Corona","emergency_procedures","complete","2026-07-25T07:22:18.996Z",""
"Jesus Corona","clockin_flow","complete","2026-07-25T07:22:25.513Z",""
"Jesus Corona","quiz","complete","2026-07-25T07:22:54.924Z",""
"Moises Munoz","welcome","complete","2026-07-25T07:38:24.633Z",""
"Moises Munoz","org_structure","complete","2026-07-25T07:38:35.592Z",""
"Moises Munoz","role_of_staff","complete","2026-07-25T07:38:55.651Z",""
"Moises Munoz","consumer_rights","complete","2026-07-25T07:39:06.859Z",""
"Moises Munoz","policies_conduct","complete","2026-07-25T07:39:17.775Z",""
"Moises Munoz","medication_procedures","complete","2026-07-25T07:39:28.569Z",""
"Moises Munoz","emergency_procedures","complete","2026-07-25T07:39:40.287Z",""
"Moises Munoz","clockin_flow","complete","2026-07-25T07:39:46.964Z",""
"Moises Munoz","quiz","complete","2026-07-25T07:40:18.548Z",""
"Diego Molina","welcome","complete","2026-07-25T15:24:05.220Z",""
"Diego Molina","org_structure","complete","2026-07-25T15:24:16.429Z",""
"Diego Molina","role_of_staff","complete","2026-07-25T15:24:27.756Z",""
"Diego Molina","consumer_rights","complete","2026-07-25T15:24:38.798Z",""
"Diego Molina","policies_conduct","complete","2026-07-25T15:24:50.167Z",""
"Diego Molina","medication_procedures","complete","2026-07-25T15:25:01.293Z",""
"Diego Molina","emergency_procedures","complete","2026-07-25T15:25:12.675Z",""
"Diego Molina","clockin_flow","complete","2026-07-25T15:25:19.926Z",""
"Diego Molina","quiz","complete","2026-07-25T15:25:57.434Z",""
"Peter Parker","welcome","complete","2026-07-31T03:07:30.049Z",""
"Peter Parker","org_structure","complete","2026-07-31T03:08:01.401Z",""
"Peter Parker","role_of_staff","complete","2026-07-31T03:08:32.617Z",""
"Peter Parker","consumer_rights","complete","2026-07-31T03:09:16.738Z",""
"Peter Parker","policies_conduct","complete","2026-07-31T03:09:59.096Z",""
"Peter Parker","medication_procedures","complete","2026-07-31T03:10:36.248Z",""
"Peter Parker","emergency_procedures","complete","2026-07-31T03:11:12.498Z",""
"Peter Parker","quiz","complete","2026-07-31T03:11:56.183Z",""
"Barack Obama","welcome","complete","2026-07-31T04:52:37.754Z",""
"Barack Obama","org_structure","complete","2026-07-31T04:53:14.181Z",""
"Barack Obama","role_of_staff","complete","2026-07-31T04:53:46.167Z",""
"Barack Obama","consumer_rights","complete","2026-07-31T04:54:27.686Z",""
"Barack Obama","policies_conduct","complete","2026-07-31T04:55:10.315Z",""
"Barack Obama","medication_procedures","complete","2026-07-31T04:55:46.417Z",""
"Barack Obama","emergency_procedures","complete","2026-07-31T04:56:22.470Z",""
"Barack Obama","quiz","complete","2026-07-31T04:57:05.788Z",""
"E2E Caregiver","platform_training","completed","2026-08-11T22:27:56.363Z",""

"Background Checks"
"Candidate","Provider","Package","Status","Initiated At","Completed At"
"Unknown","mock","basic","clear","2026-07-31T04:15:41.478Z","2026-07-31T04:15:41.478Z"
"Unknown","mock","basic","clear","2026-07-25T09:07:44.235Z","2026-07-25T09:07:44.235Z"
"Unknown","mock","basic","clear","2026-07-30T01:36:19.208Z","2026-07-30T01:36:19.208Z"
"Unknown","mock","basic","clear","2026-07-24T23:06:24.311Z","2026-07-24T23:06:24.311Z"
"Unknown","mock","basic","clear","2026-07-25T03:27:20.825Z","2026-07-25T03:27:20.825Z"
"Unknown","mock","basic","clear","2026-07-30T22:58:00.399Z","2026-07-30T22:58:00.399Z"
"Unknown","mock","basic","clear","2026-07-31T04:18:26.590Z","2026-07-31T04:18:26.590Z"
"Unknown","mock","basic","clear","2026-07-30T02:04:07.949Z","2026-07-30T02:04:07.949Z"
"Unknown","mock","basic","clear","2026-08-12T00:50:30.100Z","2026-08-12T00:50:30.100Z"
"Unknown","mock","basic","clear","2026-08-12T00:57:29.357Z","2026-08-12T00:57:29.357Z"
"Unknown","mock","basic","completed","2026-07-31T00:45:33.177Z","2026-07-31T00:46:14.553Z"
"Unknown","mock","basic","clear","2026-08-12T02:10:20.514Z","2026-08-12T02:10:20.514Z"
"Unknown","mock","basic","clear","2026-08-12T00:56:53.985Z","2026-08-12T00:56:53.985Z"
"Unknown","mock","basic","clear","2026-07-24T13:24:32.413Z","2026-07-24T13:24:32.413Z"
"Unknown","mock","basic","clear","2026-07-30T01:48:54.938Z","2026-07-30T01:48:54.938Z"
"Unknown","mock","basic","clear","2026-07-30T02:01:11.184Z","2026-07-30T02:01:11.184Z"
"Unknown","mock","basic","clear","2026-07-31T19:40:21.595Z","2026-07-31T19:40:21.595Z"
"Unknown","mock","basic","clear","2026-07-25T08:47:37.877Z","2026-07-25T08:47:37.877Z"
"Unknown","mock","basic","clear","2026-07-24T06:38:11.825Z","2026-07-24T06:38:11.825Z"
"Unknown","mock","basic","clear","2026-07-23T18:02:38.204Z","2026-07-23T18:02:38.204Z"
"Unknown","mock","basic","clear","2026-08-11T23:17:06.086Z","2026-08-11T23:17:06.086Z"
"Unknown","mock","basic","clear","2026-08-12T00:19:26.945Z","2026-08-12T00:19:26.945Z"
"Unknown","mock","basic","completed","2026-07-30T03:05:37.473Z","2026-07-30T03:06:13.445Z"
"Unknown","mock","basic","clear","2026-07-24T08:19:42.381Z","2026-07-24T08:19:42.381Z"
"Unknown","mock","basic","clear","2026-07-25T08:42:32.262Z","2026-07-25T08:42:32.262Z"
"Unknown","mock","basic","completed","2026-07-25T01:09:08.376Z","2026-07-25T01:09:45.572Z"
"Unknown","mock","basic","completed","2026-07-24T05:34:14.154Z","2026-07-24T05:34:48.473Z"
"Unknown","mock","basic","clear","2026-07-30T03:26:16.190Z","2026-07-30T03:26:16.190Z"
"Unknown","mock","basic","clear","2026-07-23T17:56:41.041Z","2026-07-23T17:56:41.041Z"
"Unknown","mock","basic","clear","2026-07-23T19:28:19.090Z","2026-07-23T19:28:19.090Z"
"Unknown","mock","basic","clear","2026-07-24T08:08:44.843Z","2026-07-24T08:08:44.843Z"
"Unknown","mock","basic","completed","2026-07-30T03:11:43.009Z","2026-07-30T03:12:21.861Z"
"Unknown","mock","basic","clear","2026-07-31T00:41:39.161Z","2026-07-31T00:41:39.161Z"
"Unknown","mock","basic","clear","2026-07-24T05:09:10.781Z","2026-07-24T05:09:10.781Z"
